original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,postcode,district,county_code,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"6th Fl.,First Central 200, 2 Lakeside Dr.Park Royal,London,NW10 7FQ",1258,3,51.53007335,-0.28489345443285297,"First Central 200, Lakeside Drive, London, NW10 7FZ, United Kingdom",First Central 200,,Lakeside Drive,NW10 7FZ,London Borough of Brent,,Alperton,London,Greater London,England,ENG,United Kingdom,gb,0.19844999999999996,1,0.567,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Int'l Press Centre,76 Shoe Lane,London,EC4A 3JB",1259,3,51.5157556,-0.1067376,"Deloitte, 76 Shoe Lane, City of London, EC4A 3JR, United Kingdom",Deloitte,76,Shoe Lane,EC4A 3JR,,,Blackfriars,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Kingdom St.,London,W2 6BD",1260,3,51.58215,-0.09032,"West Green, London, ENG, United Kingdom",West Green,,,,Haringey,,West Green,London,London,England,ENG,United Kingdom,gb,0.25,1,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
United Kingdom,"6th Fl.,Matrix House,Basing View,Basingstoke Hampshire,RG21 4DZ",1261,3,51.2691736,-1.0722987,"Basing View, Basingstoke and Deane, RG21 4HG, United Kingdom",Basing View,,Basing View,RG21 4HG,,HAM,Riverdene,Basingstoke and Deane,Hampshire,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Mutual House,70 Conduit ST.,London EIR 9TQ",1262,3,51.5224795,-0.1187132,"Ryman's, 70 Lamb's Conduit Street, London, WC1N 3LP, United Kingdom",Ryman's,70,Lamb's Conduit Street,WC1N 3LP,London Borough of Camden,,Holborn,London,Greater London,England,ENG,United Kingdom,gb,0.81,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,New London House,6 London St.,London EC3R 7LP",1263,3,51.51143,-0.07914,"City of London, EC3R 7LP, United Kingdom",,,,EC3R 7LP,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,New London House,6 London St.,London,EC3R 7LP",1264,3,51.51143,-0.07914,"City of London, EC3R 7LP, United Kingdom",,,,EC3R 7LP,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,No.5 Victoria St.,London,SW1E 6QT",1265,3,51.4983171,-0.1322111,"London, SW1E 6QT, United Kingdom",,,,SW1E 6QT,,,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Nomura House,1 Saint Martin's-1e-Grand,London EC1A 4NT",1266,3,51.522335,-0.103298,"1 Saint John's Square, London, EC1A 4NT, United Kingdom",,1,Saint John's Square,EC1A 4NT,Islington,,Farringdon,London,London,England,ENG,United Kingdom,gb,0.81,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Nomura House,1 St.Martin's-le-Grand,London,EC1A 4NP",1267,3,51.509648,-0.099076,"London, EC1A 4NP, United Kingdom",,,,EC1A 4NP,,,,London,London,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"6th Fl.,Nomura House,1 St.Martin's-le-Grand,London,EC1A 4NT",1268,3,51.509648,-0.099076,"London, EC1A 4NT, United Kingdom",,,,EC1A 4NT,,,,London,London,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"6th Fl.,Nomura House,1,St.Martin's-le-Grand,London,EC1A 4NP",1269,3,51.509648,-0.099076,"London, EC1A 4NP, United Kingdom",,,,EC1A 4NP,,,,London,London,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"6th Fl.,Nomura House,1st,Martin's-1e-Grand,London EC1A 4NT",1270,3,51.56664,-0.036725,"Platform 1, London, United Kingdom",,,Platform 1,,Waltham Forest,,,London,London,England,ENG,United Kingdom,gb,0.125,1,0.125,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Nomura House.1st.Martin's-Le Grand,London EC1A 4NT",1271,3,51.520737,-0.097025,"London, EC1A 4LX, United Kingdom",EC1A 4LX,,,EC1A 4LX,,,,London,,,,United Kingdom,gb,0.48999999999999994,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"6th Fl.,North,High Holborn House,52-54 High Holborn,London WC1V 6RL",1272,3,51.5174847,-0.1212578,"High Holborn, London, WC1V 7EP, United Kingdom",High Holborn,,High Holborn,WC1V 7EP,London Borough of Camden,,Holborn,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,One Lampton Rd.,Hounslow,TW3 1JB",1273,3,51.468647000000004,-0.3657178287724276,"One Lampton Road, 1 Lampton Road, London, TW3 1HA, United Kingdom",One Lampton Road,1,Lampton Road,TW3 1HA,,,Lampton,London,Greater London,England,ENG,United Kingdom,gb,0.35,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Section D,Plantation House,31-35 Fenchurch St.London EC3M 3NN",1274,3,51.5116447,-0.0836201,"Fenchurch Street, City of London, EC3M 6DE, United Kingdom",Fenchurch Street,,Fenchurch Street,EC3M 6DE,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.2778299999999999,0.7,0.44099999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Shaftesbury House,151 Shaftesbury Ave.,London WC2H 8AL",1275,3,51.514612150000005,-0.12779686355545372,"151 Shaftesbury Avenue, London, WC2H 8DP, United Kingdom",,151,Shaftesbury Avenue,WC2H 8DP,London Borough of Camden,,Bloomsbury,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,St.Martin's Le Grand,London,EC1A 4BB",1276,3,51.51641,-0.09772,"City of London, EC1A 4BB, United Kingdom",,,,EC1A 4BB,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,United Kingdom House,180 Oxford St.,London W1N 0DT",1277,3,51.515614,-0.1392491,"180 Oxford Street, London, United Kingdom",,180,Oxford Street,,Westminster,,Mayfair,London,London,England,ENG,United Kingdom,gb,0.9,1,1,,,
United Kingdom,"6th Fl.,United Kingdom House,180 Oxford St.,London W1N ODT",1278,3,51.515614,-0.1392491,"180 Oxford Street, London, W1C 2BR, United Kingdom",,180,Oxford Street,W1C 2BR,Westminster,,Mayfair,London,London,England,ENG,United Kingdom,gb,0.9,1,1,,,
United Kingdom,"6th Fl.,United Kingdom House,180 Oxford St.,London,W1D 1DT",1279,3,51.5163526,-0.1317116,"Oxford Street, London, W1D 1AP, United Kingdom",Oxford Street,,Oxford Street,W1D 1AP,St Giles,,Bloomsbury,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,United Kingdom House,180 Oxford St.London W1N 0DT",1280,3,51.515614,-0.1392491,"180 Oxford Street, London, United Kingdom",,180,Oxford Street,,Westminster,,Mayfair,London,London,England,ENG,United Kingdom,gb,0,,,,,
United Kingdom,"6th Fl.19 Great Winchester St.,London EC2N 2BH",1281,3,51.5160179,-0.0846116,"Great Winchester Street, City of London, EC2N 2AE, United Kingdom",Great Winchester Street,,Great Winchester Street,EC2N 2AE,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.4 Broadgate,London EC2M 2AH",1282,3,51.520494,-0.079931,"Broadgate, London, E C2M, United Kingdom",Broadgate,,,E C2M,City of London,,Broadgate,London,London,England,ENG,United Kingdom,gb,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,6th Fl.5/10 Bury St.London EC3A,1283,3,51.5142936,-0.0797212,"Bury Street, City of London, EC3A 5AW, United Kingdom",Bury Street,,Bury Street,EC3A 5AW,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.2778299999999999,0.7,0.44099999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.Beaufort House 15,St.Botolph St.,London EC3A 7NY",1284,3,51.5152012,-0.0751222,"Barcelona Tapas, 15 St. Botolph Street, City of London, EC3A 7DT, United Kingdom",Barcelona Tapas,15,St. Botolph Street,EC3A 7DT,,,Aldgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.Beaufort House,15 St.Botolph St.,London EC3A 7NY",1285,3,51.5152012,-0.0751222,"Barcelona Tapas, 15 St. Botolph Street, City of London, EC3A 7DT, United Kingdom",Barcelona Tapas,15,St. Botolph Street,EC3A 7DT,,,Aldgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.Finsbury Circus House 12/15 Finsbury Circus,London EC2M 7EB",1286,3,51.5182136,-0.0853162,"City of London, EC2M 7EB, United Kingdom",,,,EC2M 7EB,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.Peninsular House,36 Monument St.,London",1287,3,51.5097588,-0.0852738,"Red Hat, 30-36 Monument Street, City of London, EC3R 8NB, United Kingdom",Red Hat,30-36,Monument Street,EC3R 8NB,City of London,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.6561000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.Peninsular House,36 Monument St.,London EC3R 8LJ",1288,3,51.50968,-0.08522,"City of London, EC3R 8LJ, United Kingdom",,,,EC3R 8LJ,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.Peninsular House,36 Monument St.EC3R 8LJ London",1289,3,51.5097416,-0.0849692,"36 Monument Street, London, EC3R 8AF, United Kingdom",,36,Monument Street,EC3R 8AF,City of London,,Monument,London,London,England,ENG,United Kingdom,gb,0.35720999999999997,1,0.3969,,,
United Kingdom,"6th Fl.Peninsular House,36 Monument St.London",1290,3,51.348628,-0.273822,"6 Cedar House, Parkview Way, Epsom, KT19 8FJ, United Kingdom",6 Cedar House,,Parkview Way,KT19 8FJ,,SRY,,Epsom,Surrey,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.Peninsular House,36Monument St.,London,EC3R 8LJ",1291,3,51.50968,-0.08522,"City of London, EC3R 8LJ, United Kingdom",,,,EC3R 8LJ,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.Regal House,London Rd.,Twickenham,Middlesex,TW1 3QS",1292,3,51.4507032,-0.3317195,"London Road, London, TW1 1EE, United Kingdom",London Road,,London Road,TW1 1EE,London Borough of Richmond upon Thames,,Twickenham,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.River Place House,7-11 Finsbury Circus,London,EC2M 7DH",1293,3,51.5180861,-0.08809,"Finsbury Circus, City of London, EC2M 6UR, United Kingdom",Finsbury Circus,,Finsbury Circus,EC2M 6UR,,,Barbican,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.River Place House,7-11 Finsbury Circus,London,EC2M 7EA",1294,3,51.51733,-0.08594,"City of London, EC2M 7EA, United Kingdom",,,,EC2M 7EA,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.Valiant House,4-10 Heneage Lane,London EC3A 5DQ",1295,3,51.5141353,-0.0790943,"Heneage Lane, City of London, EC3A 5DQ, United Kingdom",Heneage Lane,,Heneage Lane,EC3A 5DQ,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.Valiant House,4-10 Heneage Lane,London,EC3A 5DQ",1296,3,51.5141353,-0.0790943,"Heneage Lane, City of London, EC3A 5DQ, United Kingdom",Heneage Lane,,Heneage Lane,EC3A 5DQ,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Floor,11 Bruton St.,London Wixfag",1297,3,51.510473700000006,-0.14409005429180796,"Barclays, 11 Bruton Street, London, W1J 6QB, United Kingdom",Barclays,11,Bruton Street,W1J 6QB,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Albemarle St.,London",1298,3,51.50861155,-0.1411274498633118,"7 Albemarle Street, London, W1S 4JH, United Kingdom",,7,Albemarle Street,W1S 4JH,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Chester Rd.,Colmworth Business Park,Eaton Socon,St.Neots Cambs,E19 8JH",1299,3,52.478276,-1.898265,"Laser Clinics United Kingdom, Chinatown, Birmingham, ENG, United Kingdom",Laser Clinics United Kingdom,,,,,BIR,Chinatown,Birmingham,Birmingham,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Chester Rd.,Colmworth Business Park,Eaton Socon,St.Neots Cambs,E19 8YT",1300,3,52.478276,-1.898265,"Laser Clinics United Kingdom, Chinatown, Birmingham, ENG, United Kingdom",Laser Clinics United Kingdom,,,,,BIR,Chinatown,Birmingham,Birmingham,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Deerdykes Rd.,Westfield Ind.Estate,Cumbernauld,Glasgow,G68 9HF",1301,3,51.4948999,-0.2276944,"7 Overstone Road, London, W6 0AA, United Kingdom",,7,Overstone Road,W6 0AA,London Borough of Hammersmith and Fulham,,Brook Green,London,Greater London,England,ENG,United Kingdom,gb,0.01818181818181818,0.09090909090909091,0.0202020202020202,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Dolphin,Ind. Estate,Southampton Rd.,Salisbury Wiltshire SP1 2NB",1302,3,51.063449,-1.78261,"Southampton Road, Salisbury, SP1 2NB, United Kingdom",,,Southampton Road,SP1 2NB,Salisbury Civil Parish,WIL,,Salisbury,Wiltshire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Dolphin,Ind.Estate,Southampton Rd.,Salisbury Wiltshire SP1 2NB",1303,3,51.063449,-1.78261,"Southampton Road, Salisbury, SP1 2NB, United Kingdom",,,Southampton Road,SP1 2NB,Salisbury Civil Parish,WIL,,Salisbury,Wiltshire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Dolphin,Ind.Estate,Southampton Rd.,Salisbury,Wiltshire,SP1 2NB",1304,3,51.063449,-1.78261,"Southampton Road, Salisbury, SP1 2NB, United Kingdom",,,Southampton Road,SP1 2NB,Salisbury Civil Parish,WIL,,Salisbury,Wiltshire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Dolphin,Industrial Estate,Southampton Rd.,Salisbury SP1 2NB",1305,3,51.063449,-1.78261,"Southampton Road, Salisbury, SP1 2NB, United Kingdom",,,Southampton Road,SP1 2NB,Salisbury Civil Parish,WIL,,Salisbury,Wiltshire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Dolphin,Industrial Estate,Southampton Rd.,Salisbury Wiltshire SP1 2NB",1306,3,51.063449,-1.78261,"Southampton Road, Salisbury, SP1 2NB, United Kingdom",,,Southampton Road,SP1 2NB,Salisbury Civil Parish,WIL,,Salisbury,Wiltshire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,7 Linford Forum Rockingham Dr.Linford Wood Milton Keynes MK14 6LY,1307,3,51.719823,0.666493,"7 Linford Mews, Maldon, CM9 6XR, United Kingdom",,7,Linford Mews,CM9 6XR,Maldon,ESS,Maldon,Maldon,Essex,England,ENG,United Kingdom,gb,0.11907000000000001,0.3333333333333333,0.11907000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Linford Forum Rockingham Dr.Linford Wood,Milton Keynes,MK14 6LY",1308,3,51.719823,0.666493,"7 Linford Mews, Maldon, CM9 6XR, United Kingdom",,7,Linford Mews,CM9 6XR,Maldon,ESS,Maldon,Maldon,Essex,England,ENG,United Kingdom,gb,0.11907000000000001,0.3333333333333333,0.11907000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,7 Old Park Lane London W1Y3LJ,1309,3,51.504453,-0.149023,"7 Old Park Lane, London, W1K 1QN, United Kingdom",,7,Old Park Lane,W1K 1QN,Westminster,,Mayfair,London,London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Old Park Lane,London W1Y 3LJ",1310,3,51.504453,-0.149023,"7 Old Park Lane, London, W1K 1QN, United Kingdom",,7,Old Park Lane,W1K 1QN,Westminster,,Mayfair,London,London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Old Park Lane,London,W1K 1QR",1311,3,51.50443775,-0.14908106904938984,"7 Old Park Lane, London, W1K 1QN, United Kingdom",,7,Old Park Lane,W1K 1QN,,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Old Parklane,London,W1K 1QR",1312,3,51.50448,-0.14911,"London, W1K 1QR, United Kingdom",,,,W1K 1QR,,,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Orchardton Rd.,Westfield Ind.Estate,Cumbernauld,G68 9LB",1313,3,52.41899,-1.531315,"7 Ro-Oak Road, Coventry, CV6 1EE, United Kingdom",,7,Ro-Oak Road,CV6 1EE,,BIR,Coundon,Coventry,Birmingham,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Orchardton Rd.,Westfield,Cumbernauld,Glasgow Lanarkshire,G68 9LB",1314,3,55.9335985,-4.0548632,"Orchardton Road, Cumbernauld, G68 9LB, United Kingdom",Orchardton Road,,Orchardton Road,G68 9LB,,NLK,Collingwood,Cumbernauld,North Lanarkshire,Scotland,SCT,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Orchardton Rd.,Westfield,Cumbernauld,Scotland,G68 9LB",1315,3,55.9335985,-4.0548632,"Orchardton Road, Cumbernauld, G68 9LB, United Kingdom",Orchardton Road,,Orchardton Road,G68 9LB,,NLK,Collingwood,Cumbernauld,North Lanarkshire,Scotland,SCT,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 Station Rd.,Finchley Central,London N3 2SB",1316,3,51.600690775000004,-0.193277275,"7 Station Road, London, N3 2RY, United Kingdom",,7,Station Road,N3 2RY,London Borough of Barnet,,Church End,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7 West Nile St.,Glasgow G1 2PX Scotland",1317,3,55.8606619,-4.2556165,"7 West Nile Street, Glasgow, G1 2PP, United Kingdom",,7,West Nile Street,G1 2PP,,GLG,Blythswood Hill,Glasgow,Glasgow City,Scotland,SCT,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7-10 Chandos St.,London W1G 9DQ",1318,3,51.51788,-0.1452,"London, W1G 9DQ, United Kingdom",,,,W1G 9DQ,,,,London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7-10 Chandos St.,London W1M 9DE",1319,3,51.517741,-0.145176,"7-10 Chandos Street, London, W1B 1PN, United Kingdom",,7-10,Chandos Street,W1B 1PN,Westminster,,Marylebone,London,London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7-10 Chandos St.,London W1R 9TG",1320,3,51.5100754,-0.12453003848314592,"Brigit's Bakery, 6-7 Chandos Place, London, WC2N 4HU, United Kingdom",Brigit's Bakery,6-7,Chandos Place,WC2N 4HU,Seven Dials,,Covent Garden,London,Greater London,England,ENG,United Kingdom,gb,0.5670000000000001,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7/8 Garrick Ind.Centre,Irving Way,London NW9 6AQ",1321,3,51.5831306,-0.2412531,"Irving Way, London, NW9 6AQ, United Kingdom",Irving Way,,Irving Way,NW9 6AQ,London Borough of Barnet,,West Hendon,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"7/8 Garrick Ind.Centre,Irving Way,London,NW9 6AQ",1322,3,51.5831306,-0.2412531,"Irving Way, London, NW9 6AQ, United Kingdom",Irving Way,,Irving Way,NW9 6AQ,London Borough of Barnet,,West Hendon,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"70 Alston Dr.,Bradwell Abbey,Milton Keynes Bocks MK13 9HQ",1323,3,52.045892,-0.793075,"Bradwell Abbey, Bradwell, ENG, United Kingdom",Bradwell Abbey,,,,Bradwell,BKM,Bradwell Abbey,Bradwell,Buckinghamshire,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"70 Alston Dr.,Bradwell Abbey,Milton Keynes,Bucks.MK13 9HQ",1324,3,52.0464575,-0.7962995,"Alston Drive, Milton Keynes, MK13 9HG, United Kingdom",Alston Drive,,Alston Drive,MK13 9HG,,,Bradwell Abbey,Milton Keynes,City of Milton Keynes,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"70 Alston Drive,Bradwell Abbey,Milton Keynes",1325,3,52.0464575,-0.7962995,"Alston Drive, Milton Keynes, MK13 9HG, United Kingdom",Alston Drive,,Alston Drive,MK13 9HG,,,Bradwell Abbey,Milton Keynes,City of Milton Keynes,England,ENG,United Kingdom,gb,0.405,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"70 Alston Drive,Bradwell Abbey,Milton Keynes Bocks MK13 9HQ",1326,3,52.045892,-0.793075,"Bradwell Abbey, Bradwell, ENG, United Kingdom",Bradwell Abbey,,,,Bradwell,BKM,Bradwell Abbey,Bradwell,Buckinghamshire,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"70 Cardigan St.,Birmingham B4 7SA",1327,3,52.483524,-1.8838251,"Cardigan Street, Birmingham, B4 7BD, United Kingdom",Cardigan Street,,Cardigan Street,B4 7BD,,,Digbeth,Birmingham,West Midlands Combined Authority,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"70 Cardigan St.,Gosta Green,Birmingham B4 7SA",1328,3,52.483524,-1.8838251,"Cardigan Street, Birmingham, B4 7BD, United Kingdom",Cardigan Street,,Cardigan Street,B4 7BD,,,Digbeth,Birmingham,West Midlands Combined Authority,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"70 Gracechurch St.London,EC3V 0XL",1329,3,51.5119662,-0.0842852974897592,"XL, 70 Gracechurch Street, City of London, EC3V 0XL, United Kingdom",XL,70,Gracechurch Street,EC3V 0XL,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"70 Ld Parklane,London W1Y 3LJ",1330,3,51.514993,-0.092813,"City of London, London, ENG, United Kingdom",City of London,,,,City of London,,,London,London,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"70-74 City Rd.,London EC1Y 2BJ",1331,3,51.5247387,-0.0877257,"Daffodil Mulligan, 70-74 City Road, London, EC1Y 2AS, United Kingdom",Daffodil Mulligan,70-74,City Road,EC1Y 2AS,London Borough of Islington,,Finsbury,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"71 Fenchurch St.,Landon EC3M 4BS",1332,3,52.663642,-1.580326,United Kingdom,United Kingdom,,,,,,,,,,,United Kingdom,gb,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"71 Fenchurch St.,London EC3M 4BS",1333,3,51.51251,-0.07876,"City of London, EC3M 4BS, United Kingdom",,,,EC3M 4BS,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
