original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,housenumber,name,street,postcode,district,suburb,county_code,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"Hargrave House,Belmont Rd.,Maidenhead,Berkshire SL6 6NE",2199,5,51.5270882,-0.7324568,"Belmont Road, Maidenhead, SL6 6JL, United Kingdom",,Belmont Road,Belmont Road,SL6 6JL,,Furze Platt,,Maidenhead,Royal Borough of Windsor and Maidenhead,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Harman House,1 George St.,Uxbridge,Middlesex,UB8 1QQ",2200,5,51.546271,-0.4763303,"George Street, London, UB8 1GB, United Kingdom",,George Street,George Street,UB8 1GB,London Borough of Hillingdon,,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Harp View,12 Priestley Way,London,NW2 7JD",2201,5,51.5717013,-0.2349902,"Priestley Way, London, NW2 7AN, United Kingdom",,Priestley Way,Priestley Way,NW2 7AN,London Borough of Brent,Dollis Hill,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hattori House,Vanwall Rd.,Maidenhead Berkshire",2202,5,51.511826,-0.745549,"Vanwall Road, Maidenhead, SL6 4UB, United Kingdom",,,Vanwall Road,SL6 4UB,,Highway,WBK,Maidenhead,West Berkshire,England,ENG,United Kingdom,gb,0.45,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hattori House,Vanwall Rd.,Maidenhead Berkshire SL6 4UW",2203,5,51.5114797,-0.7437307,"Vanwall Road, Maidenhead, SL6 4FX, United Kingdom",,Vanwall Road,Vanwall Road,SL6 4FX,,Highway,,Maidenhead,Royal Borough of Windsor and Maidenhead,England,ENG,United Kingdom,gb,0.44099999999999995,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hawksworth Ind.Estate,Swindon,Wiltshire SN2 1EG",2204,5,51.566225,-1.793862,"Hawksworth Industrial Estate, Swindon, SN2 1EG, United Kingdom",,,Hawksworth Industrial Estate,SN2 1EG,,Central Swindon North,WIL,Swindon,Wiltshire,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hawksworth Industrial Estate,Swindon,Wiltshire SN2 1DZ",2205,5,51.56645805,-1.7944951291650328,"Hawksworth Industrial Estate, Swindon, SN2 1DZ, United Kingdom",,Hawksworth Industrial Estate,,SN2 1DZ,,Central Swindon North,SWD,Swindon,Swindon,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hawksworth Industrial Estate,Swindon,Wiltshire SN2 1EG",2206,5,51.56645805,-1.7944951291650328,"Hawksworth Industrial Estate, Swindon, SN2 1EG, United Kingdom",,Hawksworth Industrial Estate,,SN2 1EG,,Central Swindon North,SWD,Swindon,Swindon,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hawtin Ind.Park PontllanFraith Blackwood,Gwent NP2 2EU",2207,5,51.651076,-3.210583,"Hawtin Meadows, Maesycwmmer, United Kingdom",,,Hawtin Meadows,,Maesycwmmer Community,,MON,Maesycwmmer,Monmouthshire,Wales,WLS,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hawtin Ind.Park,Pontllan Fraith Blackwood,Gwent NP2 2EU",2208,5,51.651076,-3.210583,"Hawtin Meadows, Maesycwmmer, United Kingdom",,,Hawtin Meadows,,Maesycwmmer Community,,MON,Maesycwmmer,Monmouthshire,Wales,WLS,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hawtin Ind.Park,Pontllan Fraith Blackwood,South Wales NP12 2EU",2209,5,51.654368149999996,-3.2114068592377816,"Hawtin Park Industrial Estate, Maesycwmmer, NP12 2EU, United Kingdom",,Hawtin Park Industrial Estate,,NP12 2EU,,Hawtin Park Industrial Estate,,Maesycwmmer,Caerphilly County Borough,Wales,WLS,United Kingdom,gb,0.041666666666666664,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hawtin Park,Blackwood,Gwent,NP12 2EU",2210,5,51.654368149999996,-3.2114068592377816,"Hawtin Park Industrial Estate, Maesycwmmer, NP12 2EU, United Kingdom",,Hawtin Park Industrial Estate,,NP12 2EU,,Hawtin Park Industrial Estate,,Maesycwmmer,Caerphilly County Borough,Wales,WLS,United Kingdom,gb,0.225,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hayes Park Central Hayes End Rd.,Hayes,Middlesex UB4 8FE",2211,5,51.5259536,-0.4319129,"Hayes End Road, London, UB4 8JB, United Kingdom",,Hayes End Road,Hayes End Road,UB4 8JB,London Borough of Hillingdon,,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hayes Park Central Hayes End Rd.,Hayes,Middlesex,UB4 8FE",2212,5,51.5259536,-0.4319129,"Hayes End Road, London, UB4 8JB, United Kingdom",,Hayes End Road,Hayes End Road,UB4 8JB,London Borough of Hillingdon,,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hayes Park Central,Hayes End Rd.,Hayes,Middlesex,UB4 8FE",2213,5,51.5259536,-0.4319129,"Hayes End Road, London, UB4 8JB, United Kingdom",,Hayes End Road,Hayes End Road,UB4 8JB,London Borough of Hillingdon,,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hayes Park Central,Hayes End Rd.Hayes,Middlesex United Kingdom UB4 8FE",2214,5,51.52666,-0.429398,"Hayes End allotments, London, UB4 8FE, United Kingdom",,,Hayes End allotments,UB4 8FE,Hillingdon,Hayes End,,London,London,England,ENG,United Kingdom,gb,0.46153846153846156,0.46153846153846156,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hayward Business Center,New Lane Havant,Hants,PO9 2NL",2215,5,50.86112,-0.97033,"Havant, PO9 2NL, United Kingdom",,,,PO9 2NL,,,HAM,Havant,Hampshire,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hayward Business Centre,New Lane Havant,Hampshire PO9 2NL",2216,5,50.86112,-0.97033,"Havant, PO9 2NL, United Kingdom",,,,PO9 2NL,,,HAM,Havant,Hampshire,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hayward Business Centre,New Lane Havant,Hants PO9 2NL",2217,5,50.86112,-0.97033,"Havant, PO9 2NL, United Kingdom",,,,PO9 2NL,,,HAM,Havant,Hampshire,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Headlands Rd.,Liversedge,West Yorkshire WF15 6QA",2218,5,53.70708,-1.69957,"Kirklees, WF15 6QA, United Kingdom",,,,WF15 6QA,,,,Kirklees,West Yorkshire,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Headlands Rd.,Liversedge,West Yorkshire WP15 6QA",2219,5,53.71013,-1.696925,"Headlands Road, Dewsbury, United Kingdom",,,Headlands Road,,,,KIR,Dewsbury,Kirklees,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Heathrow 360,2 Millington Rd.,Hayes,Middlesex UB3 4AZ",2220,5,51.501164,-0.4273837,"Millington Road, London, UB3 4AZ, United Kingdom",,Millington Road,Millington Road,UB3 4AZ,London Borough of Hillingdon,Hayes,,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Heathrow Cargo Centre,Unit 3,Horton Ind.Park,Horton Rd.,West Drayton,Middlesex UB7 8JD",2221,5,51.5111914,-0.466699,"Horton Road, London, UB7 8HR, United Kingdom",,Horton Road,Horton Road,UB7 8HR,London Borough of Hillingdon,Yiewsley,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Heathrow Cargo Centre,Unit 3,Horton Industrial Park,Horton Rd.,West Drayton,Middlesex UB7 8JD",2222,5,51.5111914,-0.466699,"Horton Road, London, UB7 8HR, United Kingdom",,Horton Road,Horton Road,UB7 8HR,London Borough of Hillingdon,Yiewsley,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Helsby Technology Centre,Chester Rd.,Helsby,Cheshire WA6 ODJ",2223,5,53.2613479,-2.7791848,"Chester Road, Dunham on the Hill, WA6 0JD, United Kingdom",,Chester Road,Chester Road,WA6 0JD,,Helsby,CHW,Dunham on the Hill,Cheshire West and Chester,England,ENG,United Kingdom,gb,0.45927000000000007,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hembury House,Pynes Hill,Rydon Lane,Exeter EX2 5AZ",2224,5,50.71070425,-3.485475290151495,"Nexus Open Systems Ltd, Rydon Lane, Exeter, EX2 5AZ, United Kingdom",,Nexus Open Systems Ltd,Rydon Lane,EX2 5AZ,,Newcourt,DEV,Exeter,Devon,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Heritage Hall POB 225,Le Marchant St.,St.Peter Port,Guernsey,Channel Islands,GY1 4HY",2225,5,49.456582,-2.536828,"1 Le Marchant Street, St Peter Port, GY1 2JJ, Guernsey, Channel Islands",1,,Le Marchant Street,GY1 2JJ,,,,St Peter Port,,Guernsey,,Guernsey,gg,0.45,0.5,0.5,© OpenAddresses contributors,BSD-3-Clause License,
United Kingdom,"High Post,Salisbury,Wiltshire SP4 6AT",2226,5,51.1272656,-1.7859758,"High Post, Wiltshire, SP4 6AT, United Kingdom",,High Post,,SP4 6AT,,,WIL,,Wiltshire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"High Post,Salisbury,Wiltshire,SP4 6AT",2227,5,51.1272656,-1.7859758,"High Post, Wiltshire, SP4 6AT, United Kingdom",,High Post,,SP4 6AT,,,WIL,,Wiltshire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Highworth Rd.,South Marston Swindon Wiltshire SN3 4TJ",2228,5,51.590303,-1.774862,"Marston Avenue, Wiltshire, SN3 4TJ, United Kingdom",,,Marston Avenue,SN3 4TJ,,,WIL,,Wiltshire,England,ENG,United Kingdom,gb,0.45,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Highworth Rd.,South Marston Swindon,Wiltshire SN3 4TJ",2229,5,51.590303,-1.774862,"Marston Avenue, Wiltshire, SN3 4TJ, United Kingdom",,,Marston Avenue,SN3 4TJ,,,WIL,,Wiltshire,England,ENG,United Kingdom,gb,0.45,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Highworth Rd.,South Marston Swindon,Wiltshire SN3 4TZ",2230,5,51.590303,-1.774862,"Marston Avenue, Wiltshire, SN3 4TZ, United Kingdom",,,Marston Avenue,SN3 4TZ,,,WIL,,Wiltshire,England,ENG,United Kingdom,gb,0.45,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Highworth Rd.,South Marston,Swindon,Wiltshire SN3 4TZ",2231,5,51.590303,-1.774862,"Marston Avenue, Wiltshire, SN3 4TZ, United Kingdom",,,Marston Avenue,SN3 4TZ,,,WIL,,Wiltshire,England,ENG,United Kingdom,gb,0.45,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Highworth Rd.,South Marston,Swindon,Wiltshire,SN3 4TZ",2232,5,51.590303,-1.774862,"Marston Avenue, Wiltshire, SN3 4TZ, United Kingdom",,,Marston Avenue,SN3 4TZ,,,WIL,,Wiltshire,England,ENG,United Kingdom,gb,0.45,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hill House,1 Little New St.,London EC4A 3TR",2233,5,51.5154345,-0.10684176497029668,"1 Little New Street, City of London, EC4A 3TR, United Kingdom",1,,Little New Street,EC4A 3TR,,Blackfriars,,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hillgate House 26 Old Bailey,London,EC4M 7HW",2234,5,51.5153628,-0.1022114,"26 Old Bailey, City of London, EC4M 7NB, United Kingdom",26,,Old Bailey,EC4M 7NB,West Smithfield,Blackfriars,,City of London,London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,,,
United Kingdom,"Hilton Rd.,Aycliffe Industrial Estate,Newton Aycliffe,County Durham DL5 6YW",2235,5,54.6088325,-1.5706335,"Hilton Road, Aycliffe Village, DL5 6EL, United Kingdom",,Hilton Road,Hilton Road,DL5 6EL,Great Aycliffe,Great Aycliffe,,Aycliffe Village,County Durham,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hipley St.,Old Woking,Surrey,GU22 9LG",2236,5,51.3030742,-0.5440294,"Hipley Street, Woking, GU22 9LQ, United Kingdom",,Hipley Street,Hipley Street,GU22 9LQ,,Westfield,SRY,Woking,Surrey,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hipley St.,Old Woking,Surrey,GU22 9LQ",2237,5,51.3030742,-0.5440294,"Hipley Street, Woking, GU22 9LQ, United Kingdom",,Hipley Street,Hipley Street,GU22 9LQ,,Westfield,SRY,Woking,Surrey,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hirwaun Industrial Estate,Aberdare Mid-Glamorgan,CF44 9UY,South Wales",2238,5,51.666787,-3.463714,"Highfield Industrial Estate, Maerdy, CF44 9UY, United Kingdom",,,Highfield Industrial Estate,CF44 9UY,Maerdy Community,,RCT,Maerdy,Rhondda Cynon Taf,Wales,WLS,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hitachi Capital House,Tharpe Rd.,Staines-upon-Thames,Surrey,TW18 3HP",2239,5,51.43109,-0.51936,"Staines-upon-Thames, TW18 3HP, United Kingdom",,,,TW18 3HP,,,SRY,Staines-upon-Thames,Surrey,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hitachi Capital House,Thorpe Rd.,Staines-upon-Thames,Surrey,TW18 3HP",2240,5,51.43109,-0.51936,"Staines-upon-Thames, TW18 3HP, United Kingdom",,,,TW18 3HP,,,SRY,Staines-upon-Thames,Surrey,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hitachi Credit House,Stables Courtyard,Church Rd.,Hayes,Middelsex UB3 2UH",2241,5,51.5119122,-0.4201194,"Church Road, London, UB3 2LJ, United Kingdom",,Church Road,Church Road,UB3 2LJ,London Borough of Hillingdon,Hayes,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hitachi Credit House,Stables Courtyard,Church Rd.,Hayes,Middlesex UB3 2UH",2242,5,51.5119122,-0.4201194,"Church Road, London, UB3 2LJ, United Kingdom",,Church Road,Church Road,UB3 2LJ,London Borough of Hillingdon,Hayes,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hitachi House,Station Rd.,Hayes Middlesex UB3 4DR",2243,5,51.5011611,-0.4241583,"Station Road, London, UB3 4JA, United Kingdom",,Station Road,Station Road,UB3 4JA,London Borough of Hillingdon,Hayes,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hitachi House,Station Rd.,Hayes,Middlesex UB3 4DR",2244,5,51.5011611,-0.4241583,"Station Road, London, UB3 4JA, United Kingdom",,Station Road,Station Road,UB3 4JA,London Borough of Hillingdon,Hayes,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hitachi House,Station Rd.,Hayes,Middlesex,UB3 4DR",2245,5,51.5011611,-0.4241583,"Station Road, London, UB3 4JA, United Kingdom",,Station Road,Station Road,UB3 4JA,London Borough of Hillingdon,Hayes,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hoechst House Salisbury Rd.,Hounslow,Middlesex TW4 6JH",2246,5,51.4681084,-0.4000523,"Salisbury Road, London, TW4 6JG, United Kingdom",,Salisbury Road,Salisbury Road,TW4 6JG,London Borough of Hounslow,Hounslow West,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Holyhead Rd.,Priorslee,Telford,Shropshire,TF2 9TY",2247,5,52.68469,-2.43868,"Oakengates, TF2 9TY, United Kingdom",,,,TF2 9TY,,,TFW,Oakengates,Telford and Wrekin,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Holyhead Rd.Priorslee Telford Shropshire TF2 9TY,2248,5,52.68469,-2.43868,"Oakengates, TF2 9TY, United Kingdom",,,,TF2 9TY,,,TFW,Oakengates,Telford and Wrekin,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Holyhead Rd.Priorslee Telford,Shropshire TF2 9TY",2249,5,52.68469,-2.43868,"Oakengates, TF2 9TY, United Kingdom",,,,TF2 9TY,,,TFW,Oakengates,Telford and Wrekin,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hopton Ind.Estate London Rd.,Devizes,Wiltshire SN10 2EU",2250,5,51.36522,-1.9710568,"London Road, Devizes, SN10 2HD, United Kingdom",,London Road,London Road,SN10 2HD,,,WIL,Devizes,Wiltshire,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hopton Ind.Estate London Rd.,Devizes,Wiltshire,SN10 2EU",2251,5,51.36522,-1.9710568,"London Road, Devizes, SN10 2HD, United Kingdom",,London Road,London Road,SN10 2HD,,,WIL,Devizes,Wiltshire,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hopton Industrial Estate Devizes,Wiltshire SN10 2EU",2252,5,51.3673713,-1.9695955,"Devizes, SN10 2EU, United Kingdom",,,,SN10 2EU,,Hopton Park Industrial Estate,WIL,Devizes,Wiltshire,England,ENG,United Kingdom,gb,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Horatio House 77-85 Fulham Palace Rd.,London W6 8AJ",2253,5,51.4861848,-0.2205645,"Fulham Palace Road, London, W6 8QT, United Kingdom",,Fulham Palace Road,Fulham Palace Road,W6 8QT,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Horatio House 77-85 Fulham Palace Rd.,London W6 8JA",2254,5,51.4861848,-0.2205645,"Fulham Palace Road, London, W6 8QT, United Kingdom",,Fulham Palace Road,Fulham Palace Road,W6 8QT,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Horatio House 77-85 Fulham Palace Rd.,London W6 8SS",2255,5,51.4861848,-0.2205645,"Fulham Palace Road, London, W6 8QT, United Kingdom",,Fulham Palace Road,Fulham Palace Road,W6 8QT,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Horatio House 77-85 Fulham Palace Rd.,London,W6 8JA",2256,5,51.4861848,-0.2205645,"Fulham Palace Road, London, W6 8QT, United Kingdom",,Fulham Palace Road,Fulham Palace Road,W6 8QT,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Horatio House,77-85 Fulham Palace Rd.,London,W6 8SS",2257,5,51.4861848,-0.2205645,"Fulham Palace Road, London, W6 8QT, United Kingdom",,Fulham Palace Road,Fulham Palace Road,W6 8QT,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Horton Rd.,Colnbrook,Slough,Berkshire,SL3 0BG",2258,5,51.4707378,-0.5171809,"Horton Road, Slough, SL3 0DF, United Kingdom",,Horton Road,Horton Road,SL3 0DF,,Colnbrook with Poyle,,Slough,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Horton Rd.,Colnbrook,Slough,SL3 0BB",2259,5,51.4707378,-0.5171809,"Horton Road, Slough, SL3 0DF, United Kingdom",,Horton Road,Horton Road,SL3 0DF,,Colnbrook with Poyle,,Slough,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Horton Rd.,Colnbrook,Slough,SL3 0BG",2260,5,51.4707378,-0.5171809,"Horton Road, Slough, SL3 0DF, United Kingdom",,Horton Road,Horton Road,SL3 0DF,,Colnbrook with Poyle,,Slough,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Horton Road,Colnbrook,Slough,SL3 0BB",2261,5,51.4707378,-0.5171809,"Horton Road, Slough, SL3 0DF, United Kingdom",,Horton Road,Horton Road,SL3 0DF,,Colnbrook with Poyle,,Slough,,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hortonwood 30,Telford Shropshire TF1 4EX",2262,5,52.7173028,-2.474026,"Hortonwood 30, Telford and Wrekin, TF1 6QJ, United Kingdom",,Hortonwood 30,Hortonwood 30,TF1 6QJ,,Trench,TFW,,Telford and Wrekin,England,ENG,United Kingdom,gb,0.44099999999999995,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hortonwood 7 Telford,Shropshire,TF1 4ES",2263,5,52.715924,-2.4618324,"Hortonwood 7, Telford and Wrekin, TF1 7GX, United Kingdom",,Hortonwood 7,Hortonwood 7,TF1 7GX,,Trench,TFW,,Telford and Wrekin,England,ENG,United Kingdom,gb,0.44099999999999995,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hortonwood 7 Telford,Shropshire,TF1 4GP",2264,5,52.715924,-2.4618324,"Hortonwood 7, Telford and Wrekin, TF1 7GX, United Kingdom",,Hortonwood 7,Hortonwood 7,TF1 7GX,,Trench,TFW,,Telford and Wrekin,England,ENG,United Kingdom,gb,0.44099999999999995,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hortonwood 7,Telford,Shropshire TF1 4ES",2265,5,52.715924,-2.4618324,"Hortonwood 7, Telford and Wrekin, TF1 7GX, United Kingdom",,Hortonwood 7,Hortonwood 7,TF1 7GX,,Trench,TFW,,Telford and Wrekin,England,ENG,United Kingdom,gb,0.44099999999999995,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Howard Court,12 Tewin Rd., Welwyn Garden City,Hertfordshire AL7 1BW",2266,5,51.8021534,-0.19420635,"Welwyn Hatfield, AL7 1BW, United Kingdom",,,,AL7 1BW,,,HRT,Welwyn Hatfield,Hertfordshire,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Howard Court,12 Tewin Rd.,Welwyn Garden City,Hertfordshire,AL7 1BW",2267,5,51.8021534,-0.19420635,"Welwyn Hatfield, AL7 1BW, United Kingdom",,,,AL7 1BW,,,HRT,Welwyn Hatfield,Hertfordshire,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"HQ3 Unit 2,Hook Rise South,Surbiton,Surrey,KT6 7LD",2268,5,51.373862,-0.297712,"Hook Rise South, London, KT6 7LS, United Kingdom",,Hook Rise South,Hook Rise South,KT6 7LS,Royal Borough of Kingston upon Thames,Hook,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Huntington,2269,5,53.9988172,-1.0591126,"Huntington, ENG, United Kingdom",,,,,,,YOR,Huntington,York,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hunton House,Highbridge Business Park,Oxford Rd.,Uxbridge,Middlesex,UB8 1HU",2270,5,51.5466476,-0.483017,"Oxford Road, London, UB8 2TP, United Kingdom",,Oxford Road,Oxford Road,UB8 2TP,London Borough of Hillingdon,,,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
